"19";"server";"pqc";"9.7-LibOQS";"ML-DSA(44)";"1001";"64231594,530500";"557576,861116";"64225105,000000";"65087299,000000";"65724416,000000";"61966345,000000";"66918312,000000";"82975538,998000";"395615,883241";"82876369,000000";"83774512,000000";"84276548,000000";"82438313,000000";"86447910,000000";"306953,039000";"870,165928";"306961,000000";"308381,000000";"308916,000000";"304136,000000";"310086,000000";"1,291895";"0,010532";"1,291688";"1,308340";"1,319891";"1,244856";"1,337006";"0,004779";"0,000045";"0,004776";"0,004852";"0,004889";"0,004578";"0,004984"
"2";"client";"classical";"10.0p1-7";"RSA(3072)";"1001";"46314283,288700";"267676,292357";"46303028,000000";"46739115,000000";"47007034,000000";"44737050,000000";"47738036,000000";"113233392,714300";"164805,132654";"113234505,000000";"113505047,000000";"113612387,000000";"112750486,000000";"113759168,000000";"161496,344700";"2071,326759";"161407,000000";"164999,000000";"166856,000000";"156188,000000";"170862,000000";"2,444967";"0,013612";"2,445386";"2,464536";"2,476787";"2,369895";"2,522443";"0,003487";"0,000045";"0,003486";"0,003566";"0,003602";"0,003363";"0,003686"
"2";"server";"classical";"10.0p1-7";"RSA(3072)";"1001";"110898332,379600";"775190,176708";"110889617,000000";"112209297,000000";"112971014,000000";"108312356,000000";"114061030,000000";"199082783,088900";"325667,715625";"199057853,000000";"199643857,000000";"200011216,000000";"198230209,000000";"200392726,000000";"446081,809200";"4049,500140";"445841,000000";"452886,000000";"456859,000000";"437559,000000";"461328,000000";"1,795266";"0,012196";"1,795313";"1,815066";"1,820498";"1,749542";"1,839310";"0,004023";"0,000043";"0,004022";"0,004094";"0,004124";"0,003905";"0,004190"
"20";"client";"pqc";"9.7-LibOQS";"ML-DSA(65)";"1001";"21163730,387600";"371506,230309";"21090217,000000";"21927962,000000";"22380476,000000";"20400236,000000";"23111577,000000";"29193354,102900";"677542,316357";"28987127,000000";"30631908,000000";"31712860,000000";"28480068,000000";"33301280,000000";"107995,490500";"672,787778";"108063,000000";"108898,000000";"109260,000000";"103640,000000";"109989,000000";"1,379337";"0,015217";"1,378091";"1,405886";"1,424939";"1,322883";"1,460668";"0,005104";"0,000083";"0,005119";"0,005206";"0,005251";"0,004539";"0,005282"
"20";"server";"pqc";"9.7-LibOQS";"ML-DSA(65)";"1001";"65767967,215800";"605611,007368";"65750161,000000";"66776971,000000";"67378773,000000";"63589034,000000";"68901179,000000";"86036769,939100";"624539,355703";"85851696,000000";"87271109,000000";"88056456,000000";"85314999,000000";"89634860,000000";"313978,291700";"906,836183";"313974,000000";"315451,000000";"316116,000000";"310543,000000";"318446,000000";"1,308251";"0,010672";"1,307716";"1,326072";"1,334901";"1,268057";"1,358981";"0,004774";"0,000045";"0,004774";"0,004847";"0,004884";"0,004568";"0,004924"
"21";"client";"pqc";"9.7-LibOQS";"ML-DSA(87)";"1001";"21743004,395600";"383048,963145";"21664090,000000";"22428316,000000";"23020773,000000";"20999771,000000";"25172095,000000";"30671559,885100";"677766,050637";"30440226,000000";"32012839,000000";"33240865,000000";"29985757,000000";"35544714,000000";"109944,044000";"542,067544";"109944,000000";"110802,000000";"111441,000000";"107986,000000";"112251,000000";"1,410603";"0,015212";"1,409205";"1,435432";"1,451325";"1,267091";"1,482426";"0,005058";"0,000080";"0,005073";"0,005166";"0,005200";"0,004403";"0,005232"
"21";"server";"pqc";"9.7-LibOQS";"ML-DSA(87)";"1001";"66908715,739300";"671255,868334";"66878754,000000";"68033273,000000";"68707848,000000";"64788152,000000";"70247901,000000";"88598995,366600";"676517,172073";"88408807,000000";"89863075,000000";"91233722,000000";"87857837,000000";"93357857,000000";"319592,634400";"881,982926";"319599,000000";"321024,000000";"321719,000000";"316560,000000";"323655,000000";"1,324256";"0,011597";"1,323721";"1,344234";"1,352153";"1,283634";"1,361135";"0,004777";"0,000047";"0,004778";"0,004852";"0,004888";"0,004579";"0,004950"
"3";"client";"classical";"9.2p1";"RSA(4096)";"1001";"57031479,159800";"248411,396455";"57021879,000000";"57485051,000000";"57639307,000000";"56470923,000000";"57838589,000000";"151922354,806200";"146523,702755";"151918155,000000";"152158739,000000";"152266872,000000";"151453938,000000";"152354386,000000";"151702,385600";"2173,480299";"151587,000000";"155533,000000";"157012,000000";"146583,000000";"159382,000000";"2,663881";"0,011280";"2,664012";"2,679880";"2,684600";"2,626049";"2,688892";"0,002660";"0,000039";"0,002658";"0,002728";"0,002753";"0,002553";"0,002799"
"3";"server";"classical";"9.2p1";"RSA(4096)";"1001";"128510081,157800";"689812,880570";"128495569,000000";"129571838,000000";"130530593,000000";"125810367,000000";"132993785,000000";"265882016,730300";"382156,285142";"265876400,000000";"266527915,000000";"266850231,000000";"264797563,000000";"267037886,000000";"431795,721300";"3047,713543";"431350,000000";"437200,000000";"439936,000000";"424369,000000";"445370,000000";"2,069014";"0,010684";"2,069169";"2,084869";"2,093594";"2,001888";"2,109720";"0,003360";"0,000028";"0,003358";"0,003407";"0,003436";"0,003256";"0,003465"
"4";"client";"classical";"9.2p1";"Ed25519(256)";"1001";"36108859,700300";"454614,380924";"36007279,000000";"37069215,000000";"37740592,000000";"35449116,000000";"38686811,000000";"89039030,751200";"150977,070250";"89048317,000000";"89273238,000000";"89334657,000000";"88547174,000000";"89474832,000000";"137633,014000";"2200,347428";"137531,000000";"141506,000000";"143224,000000";"132098,000000";"145054,000000";"2,466225";"0,030093";"2,472653";"2,500727";"2,506187";"2,300111";"2,512109";"0,003812";"0,000073";"0,003814";"0,003926";"0,003970";"0,003539";"0,004023"
