iteration,cycles,instructions,cache-misses,branch-misses,page-faults,context-switches,cpu-migrations
599,110806842,179564781,199303,561093,2499,63,5
600,111773160,180017269,208470,545664,2498,66,4
601,114579860,179003438,212015,544699,2487,72,2
602,110916023,179430646,199493,554568,2498,68,0
603,109579403,179579725,198680,544432,2499,64,3
604,118310021,179184769,227653,550931,2489,68,6
605,111587415,179908235,241567,543611,2497,70,3
606,112239713,178936835,213154,539310,2497,66,1
607,112950431,179658348,202349,543312,2496,65,5
608,114711379,179381687,239259,547610,2495,64,4
609,122169312,179371241,243313,561340,2494,64,4
610,116204690,180341013,220893,549931,2534,66,1
611,120925608,179703077,230712,548434,2504,62,2
612,115547543,179950547,229045,542953,2525,65,6
613,122136636,180127004,228270,553266,2516,62,6
614,115652936,179654271,246786,550757,2511,65,8
615,114669346,179737132,215703,545757,2502,66,1
616,113866469,179880457,216891,542898,2528,70,1
617,113000488,179838658,232463,552799,2497,64,2
618,109719728,179008979,222144,543293,2491,67,7
619,115011924,179774206,227952,547184,2492,63,3
620,116474503,179940503,213015,550812,2511,67,6
621,114845012,180062054,255671,547840,2496,65,2
622,116558851,180263460,232064,555092,2512,66,7
623,122145922,179835185,234369,545081,2490,62,4
624,116490383,179802285,220029,547155,2494,65,8
625,111403933,179145596,200715,546262,2494,65,6
626,115101923,179569598,227720,553997,2505,66,5
627,121263748,179426751,247545,549449,2496,62,7
628,128254426,179571915,226245,559429,2496,65,4
629,116795403,179884112,218254,558134,2513,67,2
630,114870010,179748538,191616,560697,2495,65,3
631,118519664,180466132,225265,553193,2531,66,7
632,115629154,179397291,219798,543458,2497,63,6
633,118940850,179596424,233821,549030,2492,64,5
634,113057261,179790245,240376,551311,2516,64,4
635,122046328,179588916,208095,553291,2490,65,6
636,113316625,179999870,209602,539589,2502,64,7
637,113814894,179575688,230580,543212,2492,63,5
638,119401535,179604652,236750,552449,2501,64,3
639,113475581,179773488,212001,545826,2504,69,5
640,115152856,179393379,224191,545281,2498,64,6
641,116617922,179942921,221427,558222,2496,66,2
642,124404770,179905667,221216,564390,2520,71,5
643,109960479,179406033,190070,544667,2490,65,2
644,116935581,179701433,219867,555754,2511,64,4
645,112712592,178917626,212466,543626,2491,63,0
646,117818070,179830382,213534,553576,2514,68,6
647,114277236,180151167,230966,548867,2507,65,3
648,118979557,180039153,240908,548409,2521,64,3
649,115958744,180203832,236452,564100,2524,68,2
650,111202345,178964796,211995,555221,2494,64,8
651,114583956,179941382,209966,546502,2497,66,1
652,123933025,179472177,209322,542020,2494,68,7
653,117460503,180266012,233123,549612,2498,63,3
654,116997880,179982011,242522,550562,2497,67,6
655,120708447,180653303,241310,563149,2528,69,4
656,115305129,180063265,229618,548353,2524,65,9
657,117395451,180123857,229506,556521,2496,66,3
658,115054045,180105793,213990,553275,2505,70,3
659,116256150,180489007,211185,543319,2523,66,4
660,120340034,179796542,211826,549893,2500,64,2
661,113108435,179927836,225797,546333,2528,66,8
662,114784602,179250964,209796,544629,2499,65,4
663,113487286,179871776,219114,561883,2499,63,4
664,113865906,179818547,233420,543643,2492,68,3
665,115906954,179181899,250817,538157,2493,63,6
666,116129594,179874326,236578,546928,2507,66,5
667,115351096,179681397,215738,549237,2496,66,3
668,112249928,179892129,202823,550067,2506,66,9
669,115313781,179963669,239880,562809,2492,65,3
670,116574550,179695427,237566,534830,2489,62,5
671,116836505,179826047,229115,547282,2505,66,5
672,116798086,179707922,234848,540276,2505,66,1
673,118919603,180493002,256330,558623,2525,67,2
674,115084585,179935045,218275,543058,2496,65,3
675,112891474,179790517,211358,545620,2499,65,9
676,115568831,179552576,210384,536372,2496,67,3
677,114036627,179197687,201669,541422,2498,64,4
678,117276790,179785952,228480,554624,2524,69,3
679,117054244,180232673,221039,557712,2526,64,8
680,117614710,180149746,235502,554716,2525,68,8
681,114171506,179396455,222487,552774,2501,63,3
682,114624549,179133374,209284,550920,2488,66,7
683,114792997,180071562,203278,545714,2519,65,0
684,111987610,179262763,208918,548460,2499,64,2
685,119328452,179677612,225046,551535,2498,63,2
686,119956925,180029100,208861,548101,2520,69,6
687,117610708,179993086,230586,555694,2522,65,5
688,115366937,180444194,233716,553480,2490,64,2
689,115528734,179800635,223471,551518,2514,64,2
690,114341425,179693819,229523,540228,2492,66,8
691,113819530,180018793,213843,544679,2496,64,4
692,118548619,179978819,221200,556129,2525,64,3
693,119218363,179483347,219641,557276,2488,68,5
694,114198673,179409353,216109,544856,2491,66,4
695,121996896,180056803,251576,566234,2514,65,8
696,118461485,178997487,233910,547449,2500,65,1
697,116514390,179125396,230855,552347,2493,67,3
698,111532375,179334892,202558,551351,2510,65,3
699,117634537,180249605,223545,555003,2527,65,6
700,116825005,179652869,243129,548333,2511,63,4
701,114154753,179629629,207498,553118,2491,69,4
702,118518072,180029541,230399,549567,2496,63,4
703,115602971,180270045,240218,546770,2519,63,5
704,114975135,180037385,219582,548830,2519,64,2
705,113884824,179396271,223501,539874,2499,65,3
706,122273069,180560717,247873,546995,2519,64,4
707,115224270,180308046,241204,547606,2514,65,4
708,117245459,179124684,217607,551990,2498,64,3
709,114241403,180045944,215447,545376,2526,66,3
710,114501880,180180133,245319,547972,2503,67,5
711,113021483,180461886,242058,548318,2509,66,5
712,114019004,179344162,229435,550118,2494,66,1
713,112939603,179599811,216410,547172,2499,64,2
714,123177942,179924940,208067,549076,2508,70,3
715,113577375,179365852,205486,552899,2503,66,3
716,111929465,179153708,211625,540274,2496,67,2
717,114208450,179697617,226497,557741,2498,65,5
718,115422827,179454542,231270,548697,2502,72,5
719,122343630,179659147,248505,558085,2525,64,4
720,116147312,179393182,234762,543937,2496,65,1
721,115684928,179298847,223919,547319,2493,62,3
722,113497147,180055131,209981,553853,2510,66,3
723,114859094,179337832,238503,547438,2491,63,0
724,114549276,179572239,238175,570129,2507,64,3
725,116740957,180173844,224610,535330,2529,67,7
726,114025156,179402123,232326,550003,2500,63,3
727,116704445,180073088,218066,550251,2506,69,7
728,113271895,180012744,216263,544587,2497,66,8
729,116235860,179793143,236785,554136,2515,63,3
730,119355278,179132931,200283,568490,2494,64,5
731,119315595,179761408,215128,544981,2503,68,1
732,116151486,180100502,224057,553151,2511,68,6
733,122195022,180002273,227603,562466,2536,67,2
734,113727016,179382525,220475,555368,2497,63,5
735,121967826,180030574,230641,560887,2510,68,5
736,115311836,180265360,243149,542927,2536,64,4
737,113509028,180034444,233173,547848,2512,64,6
738,120530825,179278185,221626,546087,2494,66,2
739,120535624,180057536,214293,558943,2511,69,6
740,120130489,180390634,225631,553372,2503,68,4
741,114833058,179839002,230723,556709,2527,66,3
742,114948877,180032737,223649,556314,2499,68,4
743,113551691,179331302,226308,551586,2493,66,4
744,111482822,179513505,205550,545871,2517,66,4
745,111701337,180354494,218436,546282,2508,69,8
746,119168664,180070655,225544,556467,2536,65,5
747,113400527,179718484,198806,551079,2498,64,3
748,113018957,179538170,225286,548830,2499,65,8
749,115010665,180020767,212396,562457,2518,65,2
750,119179774,179881206,218515,538100,2506,65,5
751,116795805,179962683,213097,556856,2518,66,4
752,114117219,180126752,215553,553463,2530,64,4
753,118251031,179771218,229426,552000,2501,65,0
754,121956386,179968839,210223,543236,2492,68,1
755,114409169,179214481,210448,545312,2491,64,4
756,115028321,179970642,219334,561041,2496,66,7
757,118604467,179978960,209795,556642,2508,72,4
758,116911025,179928692,212240,557460,2498,70,1
759,112117031,179975531,209608,548259,2498,68,3
760,116532254,180173269,215940,548321,2493,72,4
761,119498236,179618106,216106,555748,2505,63,6
762,118626750,180274054,233544,545240,2522,67,4
763,117920114,179436487,216401,560874,2498,67,7
764,115877380,179704804,218796,545864,2509,63,4
765,122293907,179872197,222442,555997,2502,66,5
766,115675777,179783464,219652,545833,2500,66,6
767,113825569,179677774,213692,552524,2508,67,3
768,117698239,179704629,222752,544551,2494,66,4
769,116592493,179732874,208816,550378,2494,65,8
770,116233625,179094288,221248,548103,2500,60,0
771,114562271,179995387,220299,547271,2505,67,1
772,112202482,179441979,204978,537943,2497,62,4
773,117135671,179974902,223148,542362,2496,66,4
774,114493539,179552498,215636,560647,2496,63,4
775,114007876,180229761,221215,540080,2520,65,6
776,113132110,179961057,223708,541012,2492,64,3
777,116059363,179864014,214109,558686,2532,64,2
778,116654957,179540639,213328,557719,2503,67,9
779,120821757,180265170,223518,558966,2535,69,10
780,113330523,179884126,227142,542260,2497,66,4
781,115325352,179508850,212111,557205,2491,65,2
782,116281846,179738439,217475,544480,2501,62,2
783,110378935,179605969,209461,554337,2497,64,1
784,112204307,179958989,200406,541615,2512,67,6
785,116451754,180107492,227792,547758,2517,67,8
786,112252153,180240051,207513,550087,2498,66,2
787,114583952,179910700,220021,549415,2500,62,7
788,113541639,179404243,222937,546601,2497,65,6
789,112950777,179749296,217465,556426,2523,67,9
790,120120329,179852330,217859,548976,2512,66,5
791,115512781,179601495,212495,546424,2501,66,5
792,114728696,179696530,228701,556805,2496,66,2
793,114224717,179885169,220425,544869,2503,66,3
794,116300335,179800958,204560,543327,2492,67,2
795,117637555,179778089,224809,550343,2498,66,1
796,126865813,179936210,215654,549912,2521,63,8
797,110490130,179551179,202304,550706,2492,67,1
798,114954536,179722877,218301,549131,2509,63,6
799,136990803,179926300,242867,552093,2493,66,8
800,118302792,180423080,221043,556409,2534,67,2
801,113809471,179747419,223866,546641,2499,64,5
802,110929760,179905244,200133,554711,2503,72,1
803,121018298,180346838,235956,551381,2523,65,7
804,111807823,179252457,200165,546021,2502,67,5
805,117603732,180307682,244565,552993,2516,69,9
806,116124515,179989995,208823,547770,2516,68,5
807,115434955,179746500,226675,550920,2495,62,11
808,119051461,179934090,209777,557300,2489,65,5
809,118911609,179531128,217723,554435,2502,64,3
810,114472358,179551828,220322,557461,2492,62,2
811,115278769,179737171,231875,551919,2533,70,5
812,113878658,180226671,245227,546020,2497,62,2
813,118472293,180005590,236917,560135,2506,65,2
814,116977874,179522855,226136,534895,2498,62,3
815,116307792,179535132,227900,545255,2526,66,7
816,115396635,178876010,208507,562968,2496,65,5
817,111159857,179571451,228278,548231,2492,67,1
818,115556007,179543944,241229,545069,2494,68,9
819,115803257,179442757,222650,556108,2498,69,8
820,112764510,179289278,216758,548323,2492,63,3
821,113901287,179399665,222212,539573,2495,66,2
822,116498112,179535145,220945,537383,2495,62,0
823,113896043,179605847,211031,562076,2499,71,5
824,112537197,179294554,207044,550368,2502,65,6
825,118770806,179342522,232216,548005,2492,64,3
826,117929071,179191339,208348,555152,2496,66,3
827,111327576,179491514,203436,548201,2504,66,7
828,120485294,180121277,220821,558265,2529,62,6
829,113734488,179312212,205669,555847,2497,70,3
830,116131664,179813322,205059,551717,2493,64,2
831,117168583,179903843,216514,542986,2499,66,4
832,117716744,179325999,210770,552160,2498,63,3
833,113212970,179665571,216755,543958,2509,64,4
834,115062262,180250379,226982,555986,2530,66,6
835,115489493,179959784,223649,548757,2499,65,6
836,112607716,179408483,211498,551325,2500,68,5
837,118847171,179862963,203063,554879,2500,66,4
838,117991189,179678809,221001,551530,2500,63,0
839,111598188,179993505,218858,547850,2502,65,5
840,111664235,179597999,223753,556069,2508,64,5
841,115235800,179488989,233901,547623,2520,64,0
842,116454752,180347736,251522,553385,2528,63,1
843,116401182,179151522,232231,552239,2499,64,7
844,121355236,180454067,226747,549812,2533,65,6
845,110731726,179393473,203063,553432,2505,63,5
846,119136311,180076849,259839,558593,2500,78,14
847,112970314,179918093,225028,554793,2498,65,5
848,116768393,179879120,230620,546108,2520,68,8
849,113599390,179974081,216839,551646,2496,66,1
850,113673598,179718175,221804,552884,2497,62,5
851,119554824,180220268,205960,547257,2516,67,9
852,114897662,179940762,217614,539269,2497,66,3
853,116959916,179324747,214664,552672,2494,68,5
854,115652800,180007547,233139,549765,2532,64,4
855,116828896,179479829,225188,553167,2522,65,6
856,111730448,179346254,214593,541732,2496,66,6
857,117102482,180220592,216788,554356,2499,66,4
858,115624365,180044744,203895,556267,2524,69,8
859,115926005,179840672,194807,543951,2510,64,5
860,116814246,179744654,219486,547633,2528,65,4
861,115568701,179795302,246984,553752,2500,67,7
862,113871970,179923688,241336,550633,2514,65,10
863,112148980,179334353,211509,538567,2495,65,5
864,110810081,179056531,201472,549554,2502,66,9
865,112100842,179240436,195765,542399,2498,63,4
866,114440287,180078519,249376,550039,2496,65,4
867,113711066,180032356,254076,544953,2496,66,6
868,115616523,179346299,201790,556911,2499,64,2
869,115182479,179112221,192409,539877,2495,66,1
870,114931788,180131271,223014,549676,2497,65,6
871,111112423,179125866,212350,539784,2502,66,2
872,121420691,179947228,212945,555580,2500,67,4
873,113941763,180006635,228600,556697,2502,64,3
874,112534198,179878191,200022,559139,2525,66,3
875,116112884,179886100,221467,559587,2509,67,5
876,113459684,179902699,200718,546431,2511,63,5
877,111999047,179709668,202240,550774,2518,67,3
878,113555899,179659357,208541,555942,2499,65,5
879,117924087,180028741,212434,551925,2491,65,5
880,112703277,180005177,214528,556580,2530,71,1
881,111421092,179329519,205874,547582,2497,65,7
882,112223438,179820687,227094,552428,2494,66,1
883,114626047,179180551,198808,548838,2498,70,4
884,116167205,179965986,219265,554285,2516,67,6
885,113638038,179889815,206793,545751,2498,70,5
886,115061136,179501410,229370,553192,2509,66,3
887,116336936,180350046,228456,556753,2528,67,5
888,121254048,179548848,215118,547210,2495,66,3
889,116949719,180560125,219825,548195,2526,64,3
890,117443795,179940549,222738,552288,2530,65,3
891,118259386,180342335,223554,547030,2496,65,1
892,117598152,179826577,236427,550755,2506,68,3
893,118641514,179985105,243256,546722,2496,67,4
894,118347357,179825193,229283,555987,2502,66,2
895,117287939,179494948,218859,548134,2502,67,5
896,121300439,179835409,217900,554361,2500,65,5
897,120194378,179846275,230474,541638,2496,65,5
898,116957941,180185632,241989,558673,2531,67,3
899,116085560,179504691,225202,550156,2499,65,5
900,116053368,180154609,217677,545683,2513,60,2
901,118624827,179400192,216084,547855,2488,68,5
902,114154310,179748960,221326,540403,2498,65,1
903,118100903,179561584,217650,549938,2491,64,2
904,114361603,179385403,226789,544903,2489,64,2
905,113635004,179900361,232912,551172,2530,65,6
906,123479253,180185196,239317,549766,2506,64,10
907,117055093,179983743,232442,560290,2520,70,8
908,115299881,180013522,218392,554755,2499,66,3
909,118120293,179619202,220908,545898,2491,65,3
910,118800316,179636290,219598,548538,2511,68,3
911,119626252,179771556,224623,556232,2494,68,3
912,116298018,179431058,220436,552830,2498,66,2
913,116150515,179874063,226197,555534,2495,65,3
914,114729745,179887536,217602,552032,2498,65,1
915,114882668,179645541,212197,546844,2500,63,3
916,115372244,179737385,229581,541487,2500,66,2
917,115865880,179912554,232624,555273,2532,67,4
918,117580640,179760460,234417,544877,2495,64,5
919,125705092,179970198,237594,547432,2531,62,6
920,121662673,179340452,227925,557388,2495,65,5
921,112626569,179867361,197876,552062,2490,66,6
922,115611967,179620818,216574,548329,2498,67,1
923,116981407,179895434,218430,551847,2495,65,5
924,117551693,180231820,225607,563573,2533,65,5
925,113125641,179603061,208148,553489,2495,67,2
926,120261222,179776462,228110,557929,2506,68,8
927,111972470,180125247,211531,548120,2500,67,4
928,115055816,179968806,246346,552366,2500,66,4
929,116854060,179815366,234851,549420,2504,65,3
930,121454279,179629797,241172,548709,2497,64,4
931,116900730,179543872,212732,547069,2500,67,2
932,117240562,179754110,223788,543189,2492,67,2
933,114507778,180077618,221570,554731,2500,64,1
934,114413985,180462001,228992,547308,2506,66,3
935,118778243,179896032,241548,537104,2521,63,3
936,118933100,179779923,233571,550804,2494,62,4
937,113774212,180103556,230621,551474,2505,64,5
938,115633263,179665021,228446,541600,2507,66,4
939,115004619,179945850,220098,550883,2497,64,2
940,113612501,179286757,219805,547058,2501,68,7
941,117892207,179634160,203267,555118,2501,64,4
942,114282597,179751695,205658,555055,2517,66,1
943,114861737,179492031,215696,542397,2492,71,2
944,118775418,179014743,214786,551147,2501,64,4
945,115172998,179835074,218243,552704,2496,69,4
946,111553904,179290491,212169,546155,2489,67,3
947,113478730,179772340,216354,543242,2501,69,11
948,128039755,179330473,251652,549581,2497,73,5
949,113253556,179718965,217281,542685,2496,65,2
950,111239145,179418848,211925,547514,2487,66,3
951,113187616,179119220,200346,556923,2501,66,5
952,114892335,179599123,219166,551873,2498,70,4
953,113415916,179583306,218601,557576,2499,64,2
954,115874130,179879493,206678,540915,2495,65,3
955,119069484,179926898,242164,536911,2491,64,2
956,114034474,179576642,219872,551108,2495,64,7
957,120740114,180408741,215394,548107,2497,71,2
958,115151854,180099298,228716,544990,2534,73,2
959,115424866,180175588,223997,559445,2520,72,3
960,119972254,180257050,227523,564920,2530,63,6
961,115214185,178931293,215495,540338,2491,62,2
962,114109845,179992659,241715,549438,2499,68,5
963,117409813,179558012,234343,544496,2522,63,7
964,120601765,180024582,214667,545863,2494,64,7
965,112693142,179632306,215133,542759,2493,63,4
966,122329089,179907288,205928,553203,2507,67,5
967,116902778,180145267,226565,545537,2499,66,7
968,114832059,179435774,217153,541487,2495,63,3
969,117024266,179705184,246097,544658,2527,64,2
970,120055376,179463913,242193,547726,2495,66,2
971,120405718,180032184,242994,551820,2518,63,4
972,116853520,179784088,223011,554222,2513,65,4
973,119983465,179681175,216693,557539,2497,70,3
974,112543431,179963963,227758,543249,2502,66,2
975,117476951,179905026,251382,547665,2502,62,3
976,117477684,179448382,234083,551950,2497,66,3
977,116565635,179380191,214873,548284,2499,66,4
978,119623210,179233651,236235,545670,2499,63,3
979,124236465,179843399,215713,556689,2500,67,4
980,113478935,180116613,210574,546734,2530,63,5
981,114085365,179428086,227283,550204,2492,62,0
982,115632168,179781886,216298,539284,2506,63,2
983,114006655,180240008,218576,558224,2505,67,2
984,116807077,179546281,241774,547337,2503,63,6
985,116986704,180032873,247003,555366,2503,65,8
986,116228336,179839356,228916,551628,2507,69,4
987,114754420,179913180,224873,547471,2492,62,5
988,113802597,179783125,216886,546743,2510,63,6
989,117369484,179951597,250164,548004,2501,66,3
990,114765610,179359178,243152,548198,2498,65,6
991,115407462,179492682,229989,552162,2517,67,6
992,119881791,179643477,259928,548358,2527,70,5
993,115968270,179487670,227612,545447,2494,66,2
994,114593853,179644489,215489,543892,2496,66,5
995,118335058,179903111,237625,544702,2510,64,9
996,119196514,179581114,222837,545915,2492,66,3
997,119730307,179651614,219317,542708,2494,63,1
998,113100388,179846840,216503,550349,2503,67,7
999,118747696,180202506,238679,544792,2499,66,5
